C.Power Supply Position in States,,,,,,,,Date
RegionRegion,States,"Max. Demand Met
during the day
(MW)","Peak hour
Shortage (MW)","Energy
Met (MU)","Drawal
Schedule (MU)","OD(+)/
UD(-) (MU)","Max
OD (MW)",01.01.14
,DNH,870,0,20.3,20.4,-0.1,47,0.00,22.04.22
,AMNSIL,842,0,18.4,12.4,-12.4,244,0.00,22.04.22
SR,Andhra Pradesh,11079,0,208.9,80.6,0.6,558,1.15,22.04.22
,Telangana,11188,0,218.7,109.9,-0.6,632,0.00,22.04.22
,Karnataka,12185,0,236.1,71.5,-1.6,488,0.00,22.04.22
,Kerala,3887,0,87.2,56.9,-0.5,208,0.00,22.04.22
,Tamil Nadu,16866,0,367.9,215.2,5.6,840,0.00,22.04.22
,Puducherry,444,0,9.5,9.5,-0.1,61,0.00,22.04.22
ER,Bihar,5850,0,121.0,109.2,-0.6,282,2.22,22.04.22
,DVC,3766,0,81.2,-45.2,1.0,308,0.00,22.04.22
,Jharkhand,1558,0,31.6,22.7,-0.4,162,7.92,22.04.22
,Odisha,5468,0,111.4,46.1,1.0,440,0.00,22.04.22
,West Bengal,9012,0,184.3,58.2,3.1,620,0.00,22.04.22
,Sikkim,106,0,1.8,1.5,0.3,46,0.00,22.04.22
NER,Arunachal Pradesh,134,0,2.2,2.0,0.2,47,0.00,22.04.22
,Assam,1660,0,29.2,24.0,-0.1,145,0.27,22.04.22
,Manipur,186,0,2.4,2.5,-0.1,26,0.06,22.04.22
,Meghalaya,323,0,5.6,2.9,-0.1,48,0.00,22.04.22
,Mizoram,114,0,1.6,1.8,-0.2,2,0.00,22.04.22
,Nagaland,134,0,2.3,2.2,0.1,18,0.00,22.04.22
,Tripura,264,0,4.1,3.6,-0.3,40,0.00,22.04.22
NR,Punjab,6699,0,139.9,31.1,-1.0,215,0.00,22.04.23
,Haryana,7686,0,150.9,89.3,-2.6,123,0.00,22.04.23
,Rajasthan,13353,0,262.9,77.5,-8.2,267,0.00,22.04.23
,Delhi,4310,0,89.3,83.8,-2.6,189,0.00,22.04.23
,UP,21450,0,418.1,174.6,-2.7,318,0.00,22.04.23
,Uttarakhand,2052,0,43.0,21.4,-0.9,88,0.00,22.04.23
,HP,1588,0,30.3,13.5,0.4,118,0.02,22.04.23
,J&K(UT) & Ladakh(UT),2773,0,59.0,44.0,0.3,278,0.00,22.04.23
,Chandigarh,212,0,4.6,4.7,-0.1,16,0.00,22.04.23
,Railways_NR ISTS,180,0,3.9,3.2,0.7,52,0.00,22.04.23
WR,Chhattisgarh,4945,0,104.6,48.5,-4.5,277,0.00,22.04.23
,Gujarat,20422,0,439.3,169.7,-1.5,1066,0.00,22.04.23
,MP,11187,0,250.3,145.8,-4.6,300,0.00,22.04.23
,Maharashtra,26374,0,563.4,201.0,-0.3,709,0.00,22.04.23
,Goa,706,0,14.9,15.1,-0.6,53,0.00,22.04.23
,DNHDDPDCL,1252,0,29.5,29.7,-0.2,31,0.00,22.04.23
,AMNSIL,787,0,18.2,8.7,0.9,304,0.00,22.04.23
,BALCO,522,0,12.4,12.5,-0.1,8,0.00,22.04.23
SR,Andhra Pradesh,11322,0,228.7,103.4,0.0,703,0.00,22.04.23
,Telangana,10196,0,200.4,72.1,-1.4,456,0.00,22.04.23
,Karnataka,14209,0,278.4,114.5,-1.9,555,0.00,22.04.23
,Kerala,4626,0,94.2,73.0,-0.2,191,0.00,22.04.23
,Tamil Nadu,18628,0,394.0,242.9,-3.0,358,0.00,22.04.23
,Puducherry,462,0,10.8,10.5,-0.4,36,0.00,22.04.23
ER,Bihar,5824,66,102.4,93.3,-1.5,403,2.67,22.04.23
,DVC,3356,0,76.9,-40.9,0.0,351,0.00,22.04.23
,Jharkhand,1546,0,31.8,26.3,-3.0,199,0.00,22.04.23
,Odisha,5221,0,111.0,50.2,-4.0,355,0.00,22.04.23
,West Bengal,9183,0,189.2,63.9,-4.2,134,0.00,22.04.23
,Sikkim,63,0,0.9,1.2,-0.3,14,0.00,22.04.23
NER,Arunachal Pradesh,136,0,2.2,2.4,-0.4,37,0.00,22.04.23
,Assam,1658,0,26.6,20.1,0.0,140,0.00,22.04.23
,Manipur,166,0,2.1,2.4,-0.3,12,0.00,22.04.23
,Meghalaya,296,57,5.1,4.0,-0.1,58,1.32,22.04.23
,Mizoram,109,0,1.5,1.4,-0.4,26,0.00,22.04.23
,Nagaland,125,0,2.0,2.4,-0.4,11,0.00,22.04.23
,Tripura,275,0,3.7,3.5,-0.4,75,0.00,22.04.23
NR,Punjab,8511,0,159.3,60.8,-1.0,209,0.00,22.04.24
,Haryana,8921,0,161.4,92.6,-1.9,160,0.00,22.04.24
,Rajasthan,13347,0,273.9,69.0,-0.3,274,0.00,22.04.24
,Delhi,4884,0,101.9,87.5,0.5,218,0.00,22.04.24
,UP,23915,0,471.0,207.3,1.5,722,0.00,22.04.24
,Uttarakhand,2209,0,45.3,24.5,0.3,143,0.07,22.04.24
,HP,1647,0,31.3,15.0,0.2,66,0.00,22.04.24
,J&K(UT) & Ladakh(UT),2270,0,45.8,30.7,1.2,243,0.73,22.04.24
,Chandigarh,237,0,4.8,4.8,-0.1,27,0.00,22.04.24
,Railways_NR ISTS,194,0,4.0,3.8,0.2,51,0.00,22.04.24
WR,Chhattisgarh,6003,0,130.0,73.5,-1.9,338,0.00,22.04.24
,Gujarat,22440,0,463.1,172.3,-3.8,657,0.00,22.04.24
,MP,12200,0,264.3,142.5,-7.1,623,0.00,22.04.24
,Maharashtra,27682,0,611.7,213.0,-3.5,815,0.00,22.04.24
,Goa,728,0,17.0,11.2,5.1,68,0.00,22.04.24
,DNHDDPDCL,1254,0,28.6,28.7,-0.1,76,0.00,22.04.24
,AMNSIL,817,0,18.1,4.7,0.3,296,0.00,22.04.24
,BALCO,524,0,12.5,12.5,0.0,10,0.00,22.04.24
SR,Andhra Pradesh,12675,0,246.0,93.5,-0.9,521,0.00,22.04.24
,Telangana,10924,0,217.4,100.8,-0.2,649,0.00,22.04.24
,Karnataka,15380,0,295.2,140.9,-1.7,662,0.00,22.04.24
,Kerala,5289,0,104.9,86.1,1.0,307,0.00,22.04.24
,Tamil Nadu,20077,0,423.8,265.3,0.3,715,0.00,22.04.24
,Puducherry,488,0,10.8,10.6,-0.4,26,0.00,22.04.24
ER,Bihar,6652,0,134.3,123.3,-0.2,394,0.78,22.04.24
,DVC,3377,0,74.3,-41.1,-0.2,443,0.00,22.04.24
,Jharkhand,1886,0,41.0,30.4,-2.2,236,0.00,22.04.24
,Odisha,6189,0,130.5,47.4,-1.3,683,0.00,22.04.24
,West Bengal,11613,0,247.0,102.1,-2.8,140,0.00,22.04.24
,Sikkim,99,0,1.6,1.4,0.2,49,0.00,22.04.24
,Railways_ER ISTS,16,0,0.2,0.1,0.0,9,0.00,22.04.24
NER,Arunachal Pradesh,147,0,2.6,2.7,-0.3,29,0.00,22.04.24
,Assam,1863,0,34.3,27.0,0.7,160,0.00,22.04.24
,Manipur,206,0,3.0,3.0,0.0,23,0.00,22.04.24
,Meghalaya,332,0,5.6,5.0,-0.2,70,0.00,22.04.24
,Mizoram,119,0,1.6,1.8,-0.4,11,0.00,22.04.24
,Nagaland,160,0,2.4,2.4,0.0,23,0.00,22.04.24
,Tripura,325,0,6.0,5.9,0.5,100,0.00,22.04.24
NR,Punjab,9273,0,178.1,66.6,0.2,509,0.00,22.04.25
,Haryana,9296,0,191.6,133.1,-0.3,371,2.81,22.04.25
,Rajasthan,14229,0,305.2,85.7,-2.3,267,0.00,22.04.25
,Delhi,5478,0,113.9,93.2,-2.7,420,0.00,22.04.25
,UP,24931,0,498.1,150.6,-0.5,469,0.00,22.04.25
,Uttarakhand,2325,80,47.8,29.2,0.4,288,2.13,22.04.25
,HP,1691,0,33.9,14.3,0.1,501,0.00,22.04.25
,J&K(UT) & Ladakh(UT),2629,0,55.3,36.5,-2.1,118,0.15,22.04.25
,Chandigarh,302,0,5.9,5.9,0.0,22,0.00,22.04.25
,Railways_NR ISTS,199,0,4.4,3.3,1.1,96,0.00,22.04.25
WR,Chhattisgarh,6495,0,142.8,90.6,1.9,763,9.86,22.04.25
,Gujarat,25439,0,505.3,190.9,-9.0,467,0.00,22.04.25
,MP,14239,0,311.7,180.7,0.4,610,2.55,22.04.25
,Maharashtra,30659,0,684.1,254.2,4.1,887,3.36,22.04.25
,Goa,784,25,17.1,16.5,0.1,110,0.08,22.04.25
,DNHDDPDCL,1358,0,31.1,30.7,0.4,56,0.00,22.04.25
,AMNSIL,827,0,18.2,6.8,0.5,297,0.00,22.04.25
,BALCO,534,0,12.7,12.7,0.1,23,0.00,22.04.25
,RIL JAMNAGAR,160,0,1.9,1.8,0.1,0,0.00,22.04.25
SR,Andhra Pradesh,12514,0,246.4,74.5,0.1,476,0.00,22.04.25
,Telangana,11789,0,238.9,94.1,0.7,483,0.00,22.04.25
,Karnataka,14104,0,287.3,101.4,-3.4,1167,0.00,22.04.25
,Kerala,5040,0,102.9,72.1,0.8,525,0.12,22.04.25
,Tamil Nadu,19661,0,423.1,267.1,1.8,866,0.00,22.04.25
,Puducherry,484,50,10.8,10.5,0.2,59,0.30,22.04.25
ER,Bihar,7285,0,149.3,138.4,0.5,782,2.39,22.04.25
,DVC,3326,0,72.6,-43.4,1.0,625,0.00,22.04.25
,Jharkhand,2224,0,47.9,38.3,0.8,170,0.11,22.04.25
,Odisha,6667,0,134.1,40.8,0.4,684,0.00,22.04.25
,West Bengal,11650,0,245.7,118.7,1.3,637,0.00,22.04.25
,Sikkim,89,0,1.4,1.2,0.2,53,0.00,22.04.25
,Railways_ER ISTS,14,0,0.2,0.1,0.1,3,0.00,22.04.25
NER,Arunachal Pradesh,171,0,2.9,2.8,0.0,22,0.00,22.04.25
,Assam,1769,0,33.0,26.8,0.1,103,0.00,22.04.25
,Manipur,219,0,2.8,2.8,0.0,77,0.00,22.04.25
,Meghalaya,310,0,5.3,3.3,-0.3,63,0.00,22.04.25
,Mizoram,126,0,2.4,1.8,0.0,18,0.00,22.04.25
,Nagaland,169,0,2.6,2.6,0.0,18,0.00,22.04.25
,Tripura,305,0,5.3,4.9,0.3,58,0.00,22.04.25
RegionRegion,States,"Max. Demand Met
during the day
(MW)","Peak hour
Shortage (MW)","Energy
Met (MU)","Drawal
Schedule (MU)","OD(+)/
UD(-) (MU)","Max
OD (MW)",22.05.13
NR,Punjab,7326,0,154.2,98.1,0.7,174,22.05.13
,Haryana,6169,0,137.2,76.0,0.0,415,22.05.13
,Rajasthan,7362,0,162.5,65.8,-8.2,118,22.05.13
,Delhi,4892,0,101.3,75.9,-4.2,133,22.05.13
,UP,11111,2230,247.6,116.4,-0.6,445,22.05.13
,Uttarakhand,1661,80,36.4,19.7,-1.0,151,22.05.13
,HP,1158,0,25.0,6.3,-3.0,20,22.05.13
,J&K,1419,100,30.5,20.2,-3.1,0,22.05.13
,Chandigarh,320,0,6.0,5.5,0.5,67,22.05.13
WR,Chhattisgarh,3001,56,67.5,18.5,-0.1,332,22.05.13
,Gujarat,11618,13,262.0,49.5,-2.9,343,22.05.13
,MP,6924,0,140.8,75.7,-0.8,201,22.05.13
,Maharashtra,16968,0,377.3,119.9,3.4,512,22.05.13
,Goa,352,0,7.0,6.3,0.2,58,22.05.13
,DD,259,0,6.0,5.7,0.3,29,22.05.13
,DNH,574,0,13.7,13.4,0.3,40,22.05.13
SR,Andhra Pradesh,11029,2000,243.3,90.0,2.1,312,22.05.13
,Karnataka,7535,450,142.3,19.9,0.0,201,22.05.13
,Kerala,2896,500,52.8,39.4,2.8,296,22.05.13
,Tamil Nadu,12035,534,252.8,64.8,1.6,511,22.05.13
,Pondy,314,0,6.6,7.3,-0.7,19,22.05.13
ER,Bihar,1801,50,39.1,38.4,0.8,195,22.05.13
,DVC,2580,0,58.0,-29.4,-0.8,250,22.05.13
,Jharkhand,984,0,20.9,11.3,-0.2,50,22.05.13
,Odisha,3349,0,71.2,9.2,0.7,380,22.05.13
,West Bengal,6262,0,124.9,38.0,2.5,689,22.05.13
,Sikkim,100,0,1.5,1.4,0.1,38,22.05.13
NER,Arunachal Pradesh,96,4,1.4,1.2,0.2,42,22.05.13
,Assam,985,199,20.1,12.1,3.1,187,22.05.13
,Manipur,84,16,1.4,1.7,-0.3,20,22.05.13
,Meghalaya,275,15,4.3,1.1,0.2,88,22.05.13
,Mizoram,50,10,1.1,0.9,0.1,12,22.05.13
,Nagaland,85,6,1.5,1.1,0.1,27,22.05.13
,Tripura,195,2,3.0,1.5,-0.1,54,22.05.13
RegionRegion,States,"Max. Demand Met
during the day
(MW)","Peak hour
Shortage (MW)","Energy
Met (MU)","Drawal
Schedule (MU)","OD(+)/
UD(-) (MU)","Max
OD (MW)",22.05.14
NR,Punjab,6053,0,120.3,70.2,-0.4,89,22.05.14
,Haryana,6528,0,135.7,86.0,0.5,205,22.05.14
,Rajasthan,8122,0,179.5,51.4,2.1,290,22.05.14
,Delhi,4478,0,94.4,73.5,0.0,302,22.05.14
,UP,11858,2285,260.0,118.1,2.8,352,22.05.14
,Uttarakhand,1684,75,35.8,21.9,0.3,98,22.05.14
,HP,1198,0,25.0,7.2,0.2,121,22.05.14
,J&K,1561,100,27.3,16.9,-0.1,251,22.05.14
,Chandigarh,261,0,5.1,4.5,0.6,56,22.05.14
WR,Chhattisgarh,2936,52,68.4,20.2,-1.6,119,22.05.14
,Gujarat,12632,4,279.6,39.9,-1.2,373,22.05.14
,MP,7159,8,146.5,79.9,2.0,400,22.05.14
,Maharashtra,18695,661,412.5,127.0,3.1,710,22.05.14
,Goa,426,0,8.7,9.0,-0.7,18,22.05.14
,DD,276,0,6.3,6.4,-0.1,22,22.05.14
,DNH,644,1,15.1,14.9,0.2,32,22.05.14
,Essar steel,497,1,10.7,12.0,-1.2,11,22.05.14
SR,Andhra Pradesh,10500,1000,246.6,82.1,2.5,352,22.05.14
,Karnataka,7265,300,154.3,25.6,1.2,257,22.05.14
,Kerala,3195,75,63.7,29.6,1.1,170,22.05.14
,Tamil Nadu,12594,675,282.5,88.8,0.2,391,22.05.14
,Pondy,347,0,7.0,7.1,0.0,32,22.05.14
ER,Bihar,2337,0,46.6,44.3,-0.3,160,22.05.14
,DVC,2521,0,55.4,-11.2,-2.5,140,22.05.14
,Jharkhand,925,0,19.7,9.3,-0.5,40,22.05.14
,Odisha,4016,0,82.3,19.3,0.9,240,22.05.14
,West Bengal,6907,44,153.7,44.0,6.5,410,22.05.14
,Sikkim,77,0,1.1,1.5,-0.4,20,22.05.14
NER,Arunachal Pradesh,101,10,1.5,1.4,0.1,34,22.05.14
,Assam,1150,262,19.9,12.7,2.7,233,22.05.14
,Manipur,101,6,1.5,1.2,0.3,33,22.05.14
,Meghalaya,274,14,3.7,1.9,-0.4,91,22.05.14
,Mizoram,68,4,1.1,0.9,-0.1,30,22.05.14
,Nagaland,102,3,1.6,1.3,0.0,43,22.05.14
,Tripura,232,35,3.4,1.1,0.0,59,22.05.14
RegionRegion,States,"Max. Demand
Met during the
day (MW)","Shortage during
maximum Demand
(MW)","Energy
Met (MU)","Drawal
Schedule (MU)","OD(+)/
UD(-) (MU)","Max
OD (MW)",22.05.15
NR,Punjab,6987,0,152.2,97.8,-0.4,136,22.05.15
,Haryana,6932,0,136.2,86.7,-1.2,165,22.05.15
,Rajasthan,7943,0,181.0,74.5,0.3,253,22.05.15
,Delhi,4946,20,102.4,81.8,-3.0,127,22.05.15
,UP,12057,3020,275.6,130.5,-0.9,394,22.05.15
,Uttarakhand,1807,80,38.2,18.3,0.9,124,22.05.15
,HP,1222,0,26.0,4.3,0.6,153,22.05.15
,J&K,1842,368,36.7,22.2,-0.1,188,22.05.15
,Chandigarh,299,0,5.8,5.7,0.3,25,22.05.15
WR,Chhattisgarh,3214,0,78.1,25.2,0.8,275,22.05.15
,Gujarat,13880,0,302.1,56.8,-1.7,272,22.05.15
,MP,7133,0,154.0,96.7,-2.2,122,22.05.15
,Maharashtra,19281,101,431.0,113.9,-0.3,396,22.05.15
,Goa,431,0,9.6,8.4,0.7,105,22.05.15
,DD,281,0,6.3,6.8,-0.4,32,22.05.15
,DNH,707,0,16.4,16.5,-0.2,9,22.05.15
,Essar steel,406,0,9.0,8.7,0.2,130,22.05.15
SR,Andhra Pradesh,6532,0,148.3,38.2,1.7,707,22.05.15
,Telangana,5737,200,131.2,80.3,0.4,264,22.05.15
,Karnataka,7839,300,163.8,23.1,0.3,370,22.05.15
,Kerala,3431,125,66.0,36.0,2.0,226,22.05.15
,Tamil Nadu,11480,969,271.7,108.8,-1.0,341,22.05.15
,Pondy,338,0,7.0,7.0,0.0,34,22.05.15
ER,Bihar,2857,300,57.4,55.3,-2.4,150,22.05.15
,DVC,2784,0,62.5,-39.4,-0.1,200,22.05.15
,Jharkhand,960,0,22.3,12.1,-0.5,100,22.05.15
,Odisha,3658,0,72.9,25.4,-0.1,300,22.05.15
,West Bengal,7402,0,157.4,52.0,3.4,300,22.05.15
,Sikkim,81,0,1.1,1.4,-0.3,25,22.05.15
NER,Arunachal Pradesh,107,3,1.3,1.3,0.0,48,22.05.15
,Assam,1260,148,26.3,15.7,3.9,223,22.05.15
,Manipur,138,2,1.7,2.0,-0.3,45,22.05.15
,Meghalaya,278,2,4.5,3.2,-0.6,46,22.05.15
,Mizoram,74,1,1.2,1.0,0.2,24,22.05.15
,Nagaland,100,4,1.8,1.5,0.2,34,22.05.15
,Tripura,253,1,3.8,1.0,0.7,50,22.05.15
RegionRegion,States,"Max. Demand
Met during the
day (MW)","Shortage during
maximum Demand
(MW)","Energy
Met (MU)","Drawal
Schedule (MU)","OD(+)/
UD(-) (MU)","Max
OD (MW)",22.05.16
NR,Punjab,7673,0,178.2,84.7,0.0,123,22.05.16
,Haryana,7887,0,159.2,114.7,-1.3,148,22.05.16
,Rajasthan,9729,0,210.6,55.5,1.2,303,22.05.16
,Delhi,5771,0,120.5,99.1,-1.0,217,22.05.16
,UP,14001,940,303.7,148.4,-0.9,435,22.05.16
,Uttarakhand,1875,75,40.4,19.9,0.8,173,22.05.16
,HP,1200,0,25.1,7.5,-1.1,84,22.05.16
,J&K,1946,486,40.6,16.6,-0.8,97,22.05.16
,Chandigarh,325,0,6.4,6.2,0.3,37,22.05.16
WR,Chhattisgarh,3171,0,71.4,20.2,7.4,292,22.05.16
,Gujarat,14396,5,315.8,59.1,-1.4,327,22.05.16
,MP,7315,0,156.4,88.3,-2.5,545,22.05.16
,Maharashtra,18536,0,411.8,118.9,1.4,723,22.05.16
,Goa,471,0,9.9,8.5,1.4,66,22.05.16
,DD,310,0,6.9,6.5,0.4,63,22.05.16
,DNH,706,0,15.3,15.6,-0.3,14,22.05.16
,Essar steel,585,0,11.1,10.4,0.7,217,22.05.16
SR,Andhra Pradesh,6011,0,127.0,19.0,1.3,644,22.05.16
,Telangana,5889,0,120.3,64.3,1.2,290,22.05.16
,Karnataka,7661,0,180.9,55.0,2.3,564,22.05.16
,Kerala,3615,0,68.0,53.8,2.1,294,22.05.16
,Tamil Nadu,12897,0,276.0,104.4,5.4,926,22.05.16
,Pondy,325,0,6.6,7.0,-0.4,30,22.05.16
ER,Bihar,3141,300,61.7,59.0,-1.9,325,22.05.16
,DVC,2763,0,60.4,-28.6,1.5,365,22.05.16
,Jharkhand,1106,0,21.6,15.8,1.6,245,22.05.16
,Odisha,3391,0,66.0,22.3,-0.9,305,22.05.16
,West Bengal,6619,0,127.7,43.4,0.7,345,22.05.16
,Sikkim,90,0,1.5,1.4,0.1,25,22.05.16
NER,Arunachal Pradesh,100,2,1.5,2.2,-0.7,15,22.05.16
,Assam,1178,227,21.2,17.9,-0.8,117,22.05.16
,Manipur,99,7,1.6,2.1,-0.4,21,22.05.16
,Meghalaya,245,0,4.3,1.4,-0.4,45,22.05.16
,Mizoram,52,4,1.1,1.0,0.0,27,22.05.16
,Nagaland,103,2,1.4,2.0,-0.6,15,22.05.16
,Tripura,121,24,1.7,2.3,-1.5,43,22.05.16
RegionRegion,States,"Max. Demand
Met during the
day (MW)","Shortage during
maximum Demand
(MW)","Energy Met
(MU)","Drawal
Schedule (MU)","OD(+)/UD(-)
(MU)","Max OD
(MW)","Energy
Shortage (MU)",22.05.17
NR,Punjab,6965,0,150.3,102.4,-0.1,248,0.0,22.05.17
,Haryana,7640,0,135.5,90.5,-2.4,399,0.0,22.05.17
,Rajasthan,8349,128,179.8,72.1,4.2,846,3.3,22.05.17
,Delhi,5076,0,98.0,81.9,-2.2,210,1.5,22.05.17
,UP,16734,0,346.0,143.2,-0.8,412,0.0,22.05.17
,Uttarakhand,1875,0,34.9,17.6,-2.4,76,0.0,22.05.17
,HP,1204,0,23.9,1.6,2.2,320,0.0,22.05.17
,J&K,1906,477,37.5,13.1,1.0,210,8.8,22.05.17
,Chandigarh,254,0,4.9,5.7,-0.8,0,0.0,22.05.17
WR,Chhattisgarh,3446,0,81.8,17.0,-0.8,206,0.0,22.05.17
,Gujarat,14073,0,312.1,82.2,-0.7,494,0.0,22.05.17
,MP,7952,0,178.6,96.5,-1.7,259,0.0,22.05.17
,Maharashtra,20247,0,463.7,137.8,-1.9,705,0.0,22.05.17
,Goa,449,0,9.8,8.7,0.7,93,0.0,22.05.17
,DD,290,0,6.6,6.6,0.0,28,0.0,22.05.17
,DNH,731,0,16.4,17.1,-0.7,-3,0.0,22.05.17
,Essar steel,472,0,9.6,8.6,1.1,238,0.0,22.05.17
SR,Andhra Pradesh,7508,0,160.5,31.8,3.5,563,0.0,22.05.17
,Telangana,6534,0,141.2,61.8,-3.8,342,0.0,22.05.17
,Karnataka,7359,0,156.4,62.8,3.9,540,0.0,22.05.17
,Kerala,3473,0,74.5,55.0,0.9,358,0.0,22.05.17
,Tamil Nadu,13111,0,290.0,135.8,1.5,838,0.0,22.05.17
,Pondy,352,0,7.6,8.0,-0.4,99,0.0,22.05.17
ER,Bihar,3960,0,82.7,76.3,2.9,150,0.0,22.05.17
,DVC,2762,0,62.5,-39.7,-2.9,200,0.0,22.05.17
,Jharkhand,1216,0,22.8,18.8,-1.2,85,0.0,22.05.17
,Odisha,4169,0,79.2,28.1,-1.7,220,0.0,22.05.17
,West Bengal,7659,0,131.9,31.0,-0.1,225,0.0,22.05.17
,Sikkim,61,0,0.7,1.1,-0.3,12,0.0,22.05.17
NER,Arunachal Pradesh,97,0,1.8,1.8,0.0,23,0.0,22.05.17
,Assam,1495,9,23.9,19.3,1.2,202,0.5,22.05.17
,Manipur,136,1,2.4,2.1,0.2,11,0.0,22.05.17
,Meghalaya,230,0,3.6,3.1,-0.4,14,0.0,22.05.17
,Mizoram,75,2,1.2,1.2,-0.1,13,0.0,22.05.17
,Nagaland,107,2,2.4,2.2,0.1,0,0.0,22.05.17
,Tripura,248,3,4.0,3.1,0.0,25,0.1,22.05.17
Region,States,"Max. Demand
Met during the
day (MW)","Shortage during
maximum Demand
(MW)",Energy Met (MU),"Drawal
Schedule (MU)","OD(+)/UD(-)
(MU)","Max OD
(MW)","Energy
Shortage (MU)",22.05.18
,Punjab,7740,0,172.9,78.6,-1.6,396,0.0,22.05.18
,Haryana,7255,342,145.2,72.9,2.8,567,8.1,22.05.18
,Rajasthan,10324,0,225.1,67.8,1.0,456,1.4,22.05.18
,Delhi,5532,0,111.3,85.8,-1.2,165,0.1,22.05.18
NR,UP,18857,0,398.5,172.9,3.6,684,0.0,22.05.18
,Uttarakhand,1945,150,41.2,21.0,0.7,229,1.9,22.05.18
,HP,1308,0,25.3,10.4,1.6,320,0.2,22.05.18
,J&K,1979,495,39.6,25.8,-3.3,426,9.3,22.05.18
,Chandigarh,294,0,5.5,5.4,0.1,35,0.0,22.05.18
WR,Chhattisgarh,3727,0,85.8,15.6,-1.1,109,0.0,22.05.18
,Gujarat,16124,0,352.9,142.4,5.9,417,0.0,22.05.18
,MP,8859,0,200.2,117.1,0.8,329,0.0,22.05.18
,Maharashtra,23694,0,513.8,147.9,-0.3,449,0.0,22.05.18
,Goa,489,0,10.7,9.9,0.4,77,0.0,22.05.18
,DD,340,0,7.4,6.3,1.1,128,0.0,22.05.18
,DNH,776,0,18.0,16.9,1.1,110,0.0,22.05.18
,Essar steel,395,0,7.7,7.2,0.5,220,0.0,22.05.18
SR,Andhra Pradesh,8607,0,178.1,56.6,-0.8,406,0.0,22.05.18
,Telangana,7330,0,158.2,50.2,-0.8,343,0.0,22.05.18
,Karnataka,7957,0,169.3,46.8,-2.5,475,0.0,22.05.18
,Kerala,3685,0,72.8,46.1,1.6,292,0.0,22.05.18
,Tamil Nadu,14167,0,317.6,154.2,-1.6,553,0.0,22.05.18
,Pondy,384,0,8.1,8.8,-0.7,36,0.0,22.05.18
,Bihar,4885,0,92.3,88.4,1.3,210,0.0,22.05.18
,DVC,2969,0,68.9,-39.8,1.0,260,0.0,22.05.18
ER,Jharkhand,1333,0,24.7,17.2,-0.2,50,0.0,22.05.18
,Odisha,4730,0,90.8,38.4,0.0,385,0.0,22.05.18
,West Bengal,8364,0,166.5,44.5,3.3,350,0.0,22.05.18
,Sikkim,88,0,1.3,1.7,-0.4,10,0.0,22.05.18
NER,Arunachal Pradesh,102,3,2.2,1.9,0.3,44,0.0,22.05.18
,Assam,1573,94,28.1,23.1,0.5,206,1.0,22.05.18
,Manipur,165,4,2.2,2.3,-0.1,30,0.0,22.05.18
,Meghalaya,274,0,4.6,2.7,-0.1,35,0.0,22.05.18
,Mizoram,83,3,1.6,0.8,0.3,6,0.0,22.05.18
,Nagaland,112,2,1.9,1.9,-0.1,41,0.0,22.05.18
,Tripura,223,3,3.4,2.9,-0.5,38,0.1,22.05.18
"D. Transnational Exchanges (MU) - Import(+ve)/Export(-ve)
Bhutan Nepal Bangladesh
Actual(MU) 11.4 -8.5 -14.3
Day peak (MW) 512.6 -525.2 -642.8
E. Import/export By Regions(in MU) - Import(+ve)/Export(-ve); OD(+)/UD(-)
NR WR SR ER NER TOTAL
Schedule(MU) 228.9 -210.2 27.4 -49.1 3.7 0.7
Actual(MU) 232.5 -216.6 37.9 -51.3 2.9 5.3
O/D/U/D(MU) 3.6 -6.5 10.5 -2.2 -0.8 4.6
F. Generation Outage(MW)
NR WR SR ER NER Total
Central Sector 4433 12121 6482 1875 350 25261
State Sector 6970 14787 5020 5215 50 32042
Total 11403 26908 11502 7090 400 57303
G. Sourcewise generation (MU)
NR WR SR ER NER All India
Thermal (Coal & Lignite) 644 1227 610 447 5 2933
Hydro 190 31 50 64 14 351
Nuclear 31 18 46 0 0 95
Gas, Naptha & Diesel 33 59 20 0 24 136
RES (Wind, Solar, Biomass & Others) 53 87 174 1 0 315
Total 951 1421 900 512 44 3829
Share of RES in total generation (%) 5.54 6.12 19.35 0.28 0.07 8.23
Share of Non-fossil fuel (Hydro, Nuclear and
28.84 9.56 29.98 12.85 33.10 19.86
RES) in total generation (%)
H. Diversity Factor
All India Demand Diversity Factor 1.052
Diversity factor = Sum of regional maximum demands / All India maximum demand
*Source: RLDCs for solar connected to ISTS; SLDCs for embedded solar. Limited visibility of embedded solar data.
सचिव(ऊर्जा)/सयं क्तु सचिव(पजरेषण)/(ओ एम)/चिदेशक(ओ एम)/मख्ु य अचियतं ज-के०चव०प्रज०(चि०प्र०)/
अध्यक्ष एव ं प्रबधं चिदेशक(पोसोको)/सिी रजज्यो के मख्ु य सचिव/ऊर्जा सचिव
महाप्रबधं क (रा० भा० प्र०े के०)",,,,,,,,,22.05.18
Region,FVI,<49.7,49.7-49.8,49.8-49.9,<49.9,49.9-50.05,> 50.05,,22.05.19
All India,0.085,0.59,3.94,15.97,20.50,66.19,13.31,,22.05.19
C. Power Supply Position in States,,,,,,,,,22.05.19
